title,abstract,domain,technologies,Year,source_url,combined_text,uniqueness_score
Intrudex,"A cutting-edge, real-time security monitoring system, designed to revolutionize your network's defense",Multiple / Unknown,real-time security monitoring system,2024.0,https://github.com/ToolsHive/Intrudex,"Intrudex | A cutting-edge, real-time security monitoring system, designed to revolutionize your network's defense | Multiple / Unknown | real-time security monitoring system",0.4884879
stunning-octo-eureka,frontend of the blockchain e-voting system,Blockchain,blockchain,2024.0,https://github.com/PeaceOloruntoba/stunning-octo-eureka,stunning-octo-eureka | frontend of the blockchain e-voting system | Blockchain | blockchain,0.29985875
15-Machine-Learning-Projects-For-Final-Year-AI-ML-projects-for-final-year-with-Source-Code,"Machine learning projects offer final-year students the opportunity to apply theoretical concepts to real-world problems. Projects include Home Value Prediction , where students develop a model to predict house prices based on factors like average income and crime rate.",AI / ML,Machine learning,2024.0,https://github.com/Projects-Developer/15-Machine-Learning-Projects-For-Final-Year-AI-ML-projects-for-final-year-with-Source-Code,"15-Machine-Learning-Projects-For-Final-Year-AI-ML-projects-for-final-year-with-Source-Code | Machine learning projects offer final-year students the opportunity to apply theoretical concepts to real-world problems. Projects include Home Value Prediction , where students develop a model to predict house prices based on factors like average income and crime rate. | AI / ML | Machine learning",0.15632677
Final-Year-Project-Ideas-FYP-Ideas-for-CS-IT-SE,"Final year projects are an essential part of the curriculum for Computer Science (CS), Information Technology (IT), and Software Engineering (SE) students. These projects allow students to apply theoretical concepts to real-world problems, develop problem-solving skills, and showcase their creativity and innovation.",Multiple / Unknown,python,2024.0,https://github.com/Projects-Developer/Final-Year-Project-Ideas-FYP-Ideas-for-CS-IT-SE,"Final-Year-Project-Ideas-FYP-Ideas-for-CS-IT-SE | Final year projects are an essential part of the curriculum for Computer Science (CS), Information Technology (IT), and Software Engineering (SE) students. These projects allow students to apply theoretical concepts to real-world problems, develop problem-solving skills, and showcase their creativity and innovation. | Multiple / Unknown | python",0.123123765
Notepad_WPF_CS,Custom Notepad made in WPF/C#.,Multiple / Unknown,c,2024.0,https://github.com/mujeebishaque/Notepad_WPF_CS,Notepad_WPF_CS | Custom Notepad made in WPF/C#. | Multiple / Unknown | c,0.65548825
vethyl,vethyl blockchain query system monorepo (Capstone Project),Blockchain,blockchain,2024.0,https://github.com/darekaze/vethyl,vethyl | vethyl blockchain query system monorepo (Capstone Project) | Blockchain | blockchain,0.46061844
FYP_app_01,https://www.linkedin.com/in/obaidsajjadsqa/,Multiple / Unknown,No technologies found in the provided abstract.,2024.0,https://github.com/obaidsajjad-SQA-Engineer/FYP_app_01,FYP_app_01 | https://www.linkedin.com/in/obaidsajjadsqa/ | Multiple / Unknown | No technologies found in the provided abstract.,0.45111996
10-advance-machine-learning-projects-with-source-code-ML-projects-with-source-code,"Advanced machine learning projects offer a challenging and rewarding experience, allowing developers to apply theoretical concepts to real-world problems. One project idea is developing a Deep Learning-Based Image Classification System , which uses convolutional neural networks (CNNs) to classify images into different categories.",Computer Vision / AI,"Python, TensorFlow, Flask",2024.0,https://github.com/Projects-Developer/10-advance-machine-learning-projects-with-source-code-ML-projects-with-source-code,"10-advance-machine-learning-projects-with-source-code-ML-projects-with-source-code | Advanced machine learning projects offer a challenging and rewarding experience, allowing developers to apply theoretical concepts to real-world problems. One project idea is developing a Deep Learning-Based Image Classification System , which uses convolutional neural networks (CNNs) to classify images into different categories. | Computer Vision / AI | Python, TensorFlow, Flask",0.09942359
10-Advance-Final-Year-Project-Id10-best-Final-Year-Project-Ideas-FYP-Ideas-for-CS-IT-SE,"Here are 10 advanced final year project ideas for Computer Science (CS), Information Technology (IT), and Software Engineering (SE) students",Multiple / Unknown,python,2024.0,https://github.com/Projects-Developer/10-Advance-Final-Year-Project-Id10-best-Final-Year-Project-Ideas-FYP-Ideas-for-CS-IT-SE,"10-Advance-Final-Year-Project-Id10-best-Final-Year-Project-Ideas-FYP-Ideas-for-CS-IT-SE | Here are 10 advanced final year project ideas for Computer Science (CS), Information Technology (IT), and Software Engineering (SE) students | Multiple / Unknown | python",0.123123765
15-advance-AI-Projects-for-Final-Year-Machine-Learning-Projects-for-Final-Year-with-Source-Code,"Advanced AI projects for final year students offer a challenging and rewarding experience, allowing them to apply theoretical concepts to real-world problems. One project idea is developing a Deep Learning-Based Medical Diagnosis System , which uses convolutional neural networks (CNNs) to analyze medical images and diagnose diseases.",Computer Vision / AI,"Python, TensorFlow, Flask",2024.0,https://github.com/Projects-Developer/15-advance-AI-Projects-for-Final-Year-Machine-Learning-Projects-for-Final-Year-with-Source-Code,"15-advance-AI-Projects-for-Final-Year-Machine-Learning-Projects-for-Final-Year-with-Source-Code | Advanced AI projects for final year students offer a challenging and rewarding experience, allowing them to apply theoretical concepts to real-world problems. One project idea is developing a Deep Learning-Based Medical Diagnosis System , which uses convolutional neural networks (CNNs) to analyze medical images and diagnose diseases. | Computer Vision / AI | Python, TensorFlow, Flask",0.20266527
15-Final-Year-Project-Ideas-With-Source-Code,"Final year projects are a crucial part of the curriculum, allowing students to apply theoretical concepts to real-world problems. Here are 15 final year project ideas with source code.",Multiple / Unknown,python,2024.0,https://github.com/Projects-Developer/15-Final-Year-Project-Ideas-With-Source-Code,"15-Final-Year-Project-Ideas-With-Source-Code | Final year projects are a crucial part of the curriculum, allowing students to apply theoretical concepts to real-world problems. Here are 15 final year project ideas with source code. | Multiple / Unknown | python",0.20790017
Artificial-Intelligence-FYP-project-ideas-Artificial-Intelligence-advance-Project-Ideas-AI-FYP,Artificial Intelligence (AI) final year projects offer students the opportunity to explore the latest advancements in AI and apply them to real-world problems. One project idea is developing a Sentiment Analysis Tool that uses natural language processing (NLP) and machine learning algorithms to analyze text data and predict sentiment,NLP / AI,nlp,2024.0,https://github.com/Projects-Developer/Artificial-Intelligence-FYP-project-ideas-Artificial-Intelligence-advance-Project-Ideas-AI-FYP,Artificial-Intelligence-FYP-project-ideas-Artificial-Intelligence-advance-Project-Ideas-AI-FYP | Artificial Intelligence (AI) final year projects offer students the opportunity to explore the latest advancements in AI and apply them to real-world problems. One project idea is developing a Sentiment Analysis Tool that uses natural language processing (NLP) and machine learning algorithms to analyze text data and predict sentiment | NLP / AI | nlp,0.20389092
20-Artificial-Intelligence-FYP-project-ideas-Artificial-Intelligence-advance-Project-Ideas,"Artificial Intelligence (AI) final year projects offer students the opportunity to explore the latest advancements in AI and apply them to real-world problems. Project ideas include developing a Deep Learning-Based Medical Diagnosis System , a Natural Language Processing (NLP) Based Chatbot",NLP / AI,nlp,2024.0,https://github.com/Projects-Developer/20-Artificial-Intelligence-FYP-project-ideas-Artificial-Intelligence-advance-Project-Ideas,"20-Artificial-Intelligence-FYP-project-ideas-Artificial-Intelligence-advance-Project-Ideas | Artificial Intelligence (AI) final year projects offer students the opportunity to explore the latest advancements in AI and apply them to real-world problems. Project ideas include developing a Deep Learning-Based Medical Diagnosis System , a Natural Language Processing (NLP) Based Chatbot | NLP / AI | nlp",0.20389092
50-machine-learning-projects-with-source-code-advanced-machine-learning-projects-with-Source-Code,"Here are some exciting machine learning projects with source code that you can explore. Beginner-Friendly Projects include Home Value Prediction , where you'll build a model to predict house prices based on factors like average income and crime rate",AI / ML,machine learning,2024.0,https://github.com/Projects-Developer/50-machine-learning-projects-with-source-code-advanced-machine-learning-projects-with-Source-Code,"50-machine-learning-projects-with-source-code-advanced-machine-learning-projects-with-Source-Code | Here are some exciting machine learning projects with source code that you can explore. Beginner-Friendly Projects include Home Value Prediction , where you'll build a model to predict house prices based on factors like average income and crime rate | AI / ML | machine learning",0.15632677
